,movie_id,avg_rating,num_ratings,title,release_date,video_release_date,IMDb_URL,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,cluster,pca1,pca2
262,263,2.1578947368421053,19,Steel (1997),15-Aug-1997,,http://us.imdb.com/M/title-exact?Steel+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5009151709897365,-0.19603893315470214
263,264,2.742574257425743,101,Mimic (1997),22-Aug-1997,,http://us.imdb.com/M/title-exact?Mimic+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2.102089307431318,-1.37049812030424
264,265,3.8634361233480177,227,"Hunt for Red October, The (1990)",01-Jan-1990,,http://us.imdb.com/M/title-exact?Hunt+for+Red+October%2C+The+(1990),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.376568932155443,-1.9897876225951976
265,266,2.7142857142857144,35,Kull the Conqueror (1997),29-Aug-1997,,http://us.imdb.com/M/title-exact?Kull+the+Conqueror+(1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2630079200653683,-0.06097461069281825
266,267,3.4444444444444446,9,unknown,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.1553267955606519,0.48861049911276766
267,268,3.792156862745098,255,Chasing Amy (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Chasing+Amy+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.10360158553810447,-0.9003540316623183
268,269,3.926984126984127,315,"Full Monty, The (1997)",01-Jan-1997,,http://us.imdb.com/M/title-exact?Full+Monty%2C+The+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7277786229645554,-0.16398506292787116
269,270,3.5955882352941178,136,Gattaca (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Gattaca+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1.788506427465521,-1.9616571064008232
270,271,3.2322274881516586,211,Starship Troopers (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Starship+Troopers+(1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5.2772464963878765,-1.5578050700001187
271,272,4.262626262626263,198,Good Will Hunting (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-119217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.12195282163721136,-0.8478960555593953
272,273,3.569506726457399,223,Heat (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Heat%20(1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2.4485963608976014,-2.7842613264972127
273,274,3.5,190,Sabrina (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Sabrina%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.06649652251156178,0.20001571452875683
274,275,4.0111940298507465,268,Sense and Sensibility (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Sense%20and%20Sensibility%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.009207736583046001,-0.977858106638162
275,276,3.697986577181208,298,Leaving Las Vegas (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Leaving%20Las%20Vegas%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0746646824434017,-0.9807118572154454
276,277,3.464788732394366,71,Restoration (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Restoration%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.824519937080745,-0.3792452573100285
277,278,3.2333333333333334,60,Bed of Roses (1996),01-Jan-1996,,http://us.imdb.com/M/title-exact?Bed%20of%20Roses%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1.073336219199375,-0.3239943221626581
278,279,3.2857142857142856,28,Once Upon a Time... When We Were Colored (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Once%20Upon%20a%20Time... When%20We%20Were%20Colored%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0474970020986245,-0.240144463039988
279,280,3.1882352941176473,85,Up Close and Personal (1996),01-Mar-1996,,http://us.imdb.com/M/title-exact?Up%20Close%20and%20Personal%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.9681136710552922,-0.37278903123429535
280,281,3.143835616438356,146,"River Wild, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?River%20Wild,%20The%20(1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.89399117027381,-1.6455780905720425
281,282,3.685344827586207,232,"Time to Kill, A (1996)",13-Jul-1996,,"http://us.imdb.com/M/title-exact?Time%20to%20Kill,%20A%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.06327429370003612,-0.8033367958604268
282,283,3.7175141242937855,177,Emma (1996),02-Aug-1996,,http://us.imdb.com/M/title-exact?Emma%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.46713324260355366,-0.7018182496142752
283,284,3.160621761658031,193,Tin Cup (1996),16-Aug-1996,,http://us.imdb.com/M/title-exact?Tin%20Cup%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.10851645931387775,0.2659574594967457
284,285,4.265432098765432,162,Secrets & Lies (1996),04-Oct-1996,,http://us.imdb.com/M/title-exact?Secrets%20&%20Lies%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2836404424685069,-0.7642736334341894
285,286,3.656964656964657,481,"English Patient, The (1996)",15-Nov-1996,,"http://us.imdb.com/M/title-exact?English%20Patient,%20The%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.3898399330067943,-1.9119830482673454
286,287,3.58974358974359,78,Marvin's Room (1996),18-Dec-1996,,http://us.imdb.com/M/title-exact?Marvin's%20Room%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7725451505766628,-0.4224856314516774
287,288,3.4414225941422596,478,Scream (1996),20-Dec-1996,,http://us.imdb.com/M/title-exact?Scream%20(1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2.407704206879311,-2.1111229878083426
288,289,2.9806949806949805,259,Evita (1996),25-Dec-1996,,http://us.imdb.com/M/title-exact?Evita%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5850612888184091,1.069379266299999
289,290,3.1145833333333335,96,Fierce Creatures (1997),10-Jan-1997,,http://us.imdb.com/M/title-exact?Fierce%20Creatures%20(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.3915464620099093,0.5230398637100878
290,291,3.37007874015748,127,Absolute Power (1997),14-Feb-1997,,http://us.imdb.com/M/title-exact?Absolute%20Power%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.098390883345414,-2.117823841896104
291,292,3.6666666666666665,114,Rosewood (1997),21-Feb-1997,,http://us.imdb.com/M/title-exact?Rosewood%20(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5978115572920951,-0.5232484134564191
292,293,3.802721088435374,147,Donnie Brasco (1997),28-Feb-1997,,http://us.imdb.com/M/title-exact?Donnie%20Brasco%20(1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2887754382254068,-1.4967265530202933
293,294,3.156701030927835,485,Liar Liar (1997),21-Mar-1997,,http://us.imdb.com/Title?Liar+Liar+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.367430798669272,-0.39611943980748715
294,295,3.4025974025974026,77,Breakdown (1997),02-May-1997,,http://us.imdb.com/M/title-exact?Breakdown%20%281997%29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6255508888968033,-1.53977501639035
295,296,3.3333333333333335,6,"Promesse, La (1996)",16-May-1997,,http://us.imdb.com/M/title-exact?Promesse%2C%20La%20%281996%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.138794811725645,-0.19891053031508127
296,297,3.96,50,Ulee's Gold (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Ulee%27s+Gold+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8380745463931715,-0.436575637801015
297,298,3.768041237113402,194,Face/Off (1997),27-Jun-1997,,http://us.imdb.com/M/title-exact?Face/Off+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3.8514541575970958,-2.3538413076323446
298,299,2.9315068493150687,73,Hoodlum (1997),22-Aug-1997,,http://us.imdb.com/M/title-exact?Hoodlum+(1997),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.3419431944708517,-2.649574983697205
299,300,3.6310904872389793,431,Air Force One (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Air+Force+One+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.257381930169201,-2.4171158289671775
300,301,3.3043478260869565,230,In & Out (1997),19-Sep-1997,,http://us.imdb.com/Title?In+%26+Out+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.243050725327914,0.16873721769560182
301,302,4.161616161616162,297,L.A. Confidential (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?L%2EA%2E+Confidential+(1997),0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,2.5544314266914876,-5.066020115671239
302,303,3.6865671641791047,134,Ulee's Gold (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Ulee%27s+Gold+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5044737355043902,-0.5743186980538876
303,304,3.5369127516778525,149,Fly Away Home (1996),13-Sep-1996,,http://us.imdb.com/M/title-exact?Fly%20Away%20Home%20(1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.702313296062296,1.9315881850310948
304,305,3.6436781609195403,87,"Ice Storm, The (1997)",01-Jan-1997,,http://us.imdb.com/M/title-exact?Ice+Storm%2C+The+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7231831994343229,-0.4551370539549247
305,306,3.9479166666666665,96,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",01-Jan-1997,,http://us.imdb.com/M/title-exact?Her+Majesty%2C+Mrs%2E+Brown+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.7942628347379186,-0.5618432107748705
306,307,3.515957446808511,188,"Devil's Advocate, The (1997)",01-Jan-1997,,"http://us.imdb.com/M/title-exact?Devil's+Advocate,+The+(1997)",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1.6675040772346064,-3.3290465068618404
307,308,2.966666666666667,30,FairyTale: A True Story (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Fairytale:+A+True+Story+(1997),0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.448957818698812,3.5650875058042346
308,309,2.857142857142857,28,Deceiver (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Liar+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.36868115340227847,-0.6891413591955311
309,310,3.6,145,"Rainmaker, The (1997)",01-Jan-1997,,"http://us.imdb.com/M/title-exact?Rainmaker,+The+(1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4690938086067679,-0.5814438394332854
310,311,3.68,75,"Wings of the Dove, The (1997)",01-Jan-1997,,http://us.imdb.com/M/title-exact?Wings+of+the+Dove%2C+The+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-0.27295770487237575,-1.395563407759911
311,312,3.1625,80,Midnight in the Garden of Good and Evil (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Midnight+in+the+Garden+of+Good+and+Evil+(1997),0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.512788741849874,-1.6561012849858208
312,313,4.2457142857142856,350,Titanic (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-120338,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.561190355126065,-1.765425595819299
313,314,1.0,5,3 Ninjas: High Noon At Mega Mountain (1998),01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-118539,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.202317276829402,1.9764688954219878
314,315,4.1,160,Apt Pupil (1998),23-Oct-1998,,http://us.imdb.com/Title?Apt+Pupil+(1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.34001159250175145,-1.6644786843366368
315,316,4.196428571428571,112,As Good As It Gets (1997),23-Dec-1997,,http://us.imdb.com/Title?As+Good+As+It+Gets+(1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.753263327311682,-0.07286153483691714
316,317,3.911764705882353,102,In the Name of the Father (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?In%20the%20Name%20of%20the%20Father%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6117552915180918,-0.5478651123124374
317,318,4.466442953020135,298,Schindler's List (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Schindler's%20List%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.85944684596207,-1.6376165152220117
318,319,3.2738095238095237,168,Everyone Says I Love You (1996),06-Dec-1996,,http://us.imdb.com/M/title-exact?Everyone%20Says%20I%20Love%20You%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0.4394292233759926,2.0845115917120847
319,320,4.05,20,Paradise Lost: The Child Murders at Robin Hood Hills (1996),06-Dec-1996,,http://us.imdb.com/M/title-exact?Paradise%20Lost%3a%20The%20Child%20Murders%20at%20Robin%20Hood%20Hills%20(1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.8697719060702129,0.06773971461857678
320,321,3.1301775147928996,169,Mother (1996),25-Dec-1996,,http://us.imdb.com/M/title-exact?Mother%20(1996/I),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.06019724897214941,0.34889652087145845
321,322,3.0871559633027523,218,Murder at 1600 (1997),18-Apr-1997,,http://us.imdb.com/M/title-exact?Murder%20at%201600%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.4619673957285289,-2.269903931949054
322,323,2.933333333333333,240,Dante's Peak (1997),07-Feb-1997,,http://us.imdb.com/M/title-exact?Dante's%20Peak%20(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.2829300129496883,-1.8202461571204993
323,324,3.136,125,Lost Highway (1997),21-Feb-1997,,http://us.imdb.com/Title?Lost+Highway+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3913509343638715,-1.1223723542674537
324,325,2.546875,128,Crash (1996),21-Mar-1997,,http://us.imdb.com/M/title-exact?Crash%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.058255328808249775,-1.255716006749332
325,326,3.36,175,G.I. Jane (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?G%2EI%2E+Jane+(1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.28708871057089,-1.657281562267891
326,327,3.3771428571428572,175,Cop Land (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Cop+Land+(1997),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.18334840109578135,-2.4841053981771712
327,328,3.4237288135593222,295,Conspiracy Theory (1997),08-Aug-1997,,http://us.imdb.com/M/title-exact?Conspiracy+Theory+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2.865145283411562,-3.087956635460302
328,329,3.3333333333333335,45,Desperate Measures (1998),30-Jan-1998,,http://us.imdb.com/Title?Desperate+Measures+(1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.16526700574399764,-2.0976262280128353
329,330,3.024390243902439,41,187 (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?187+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0317042384771367,-0.21437905048893388
330,331,3.5398230088495577,113,"Edge, The (1997)",26-Sep-1997,,http://us.imdb.com/M/title-exact?Edge%2C+The+(1997/I),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.2464479830331614,-0.8160869289394609
331,332,3.4615384615384617,143,Kiss the Girls (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Kiss+the+Girls+(1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.29711053915494784,-2.3544690288001133
332,333,3.593625498007968,251,"Game, The (1997)",01-Jan-1997,,http://us.imdb.com/M/title-exact?Game%2C+The+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.693475072859394,-2.4559930920685438
333,334,3.359375,64,U Turn (1997),01-Jan-1997,,http://us.imdb.com/Title?U+Turn+(1997),0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4539816077729777,-2.4400028140741137
334,335,2.761904761904762,21,How to Be a Player (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?How+to+Be+a+Player+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.7870606516303505,0.7743298171917034
335,336,2.627906976744186,43,Playing God (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Playing+God+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3211000171075908,-1.615402896310969
336,337,3.0,18,"House of Yes, The (1997)",01-Jan-1997,,"http://us.imdb.com/M/title-exact?House+of+Yes,+The+(1997)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.7126873407108228,-0.536176609952276
337,338,2.659340659340659,91,Bean (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Bean+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.48855780358581274,0.6326072976199687
338,339,3.25531914893617,47,Mad City (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Mad+City+(1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19579642478105902,-0.8233647987826043
339,340,3.5873015873015874,189,Boogie Nights (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Boogie+Nights+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2729922931432312,-0.6816563323806326
340,341,3.090909090909091,11,Critical Care (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Critical+Care+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.7782667208205604,0.7269954919097618
341,342,2.923076923076923,52,"Man Who Knew Too Little, The (1997)",01-Jan-1997,,http://us.imdb.com/M/title-exact?Man+Who+Knew+Too+Little%2C+The+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,-0.20541512962071867,-0.34620918238435433
342,343,3.096774193548387,124,Alien: Resurrection (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Alien%3A+Resurrection+(1997),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2.8989557041904046,-1.2754325661947439
343,344,3.6545454545454548,55,"Apostle, The (1997)",18-Dec-1997,,http://us.imdb.com/M/title-exact?imdb-title-118632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8655354268635119,-0.38260611127964095
344,345,3.4,65,Deconstructing Harry (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-118954,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0952738130567359,0.2083182964416829
345,346,3.642857142857143,126,Jackie Brown (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-119396,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.409519432891003,-1.413226907478328
346,347,3.510948905109489,137,Wag the Dog (1997),09-Jan-1998,,http://us.imdb.com/M/title-exact?imdb-title-120885,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7528258658556669,0.01601491109923266
347,348,3.2962962962962963,27,Desperate Measures (1998),30-Jan-1998,,http://us.imdb.com/Title?Desperate+Measures+(1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.2524007124615616,-2.0475510805816746
348,349,2.903225806451613,31,Hard Rain (1998),16-Jan-1998,,http://us.imdb.com/M/title-exact?imdb-title-120696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.336651652769621,-1.324796981774047
349,350,3.1463414634146343,41,Fallen (1998),16-Jan-1998,,http://us.imdb.com/Title?Fallen+(1998),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.8371199206841027,-2.4138208218299178
350,351,2.7,20,"Prophecy II, The (1998)",16-Jan-1998,,http://us.imdb.com/M/title-exact?imdb-title-119959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-0.43621064719244246,0.06025676633313461
351,352,2.1153846153846154,26,Spice World (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-120185,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-0.22830302980329725,2.686020200553196
352,353,2.4285714285714284,14,Deep Rising (1998),30-Jan-1998,,http://us.imdb.com/M/title-exact?imdb-title-118956,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2.2941699048716355,-0.874424250767267
353,354,3.486111111111111,72,"Wedding Singer, The (1998)",13-Feb-1998,,http://us.imdb.com/M/title-exact?Wedding+Singer%2C+The+(1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.6002501217015447,0.4790744849261102
354,355,2.926829268292683,41,Sphere (1998),13-Feb-1998,,http://us.imdb.com/M/title-exact?Sphere+(1998),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3.460979994264255,-0.9776212346227864
355,356,3.381443298969072,97,"Client, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Client,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.35432470113317555,-2.375968469237081
356,357,4.291666666666667,264,One Flew Over the Cuckoo's Nest (1975),01-Jan-1975,,http://us.imdb.com/M/title-exact?One%20Flew%20Over%20the%20Cuckoo's%20Nest%20(1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1800680528025242,-1.008552901822293
357,358,2.6153846153846154,143,Spawn (1997),01-Aug-1997,,http://us.imdb.com/M/title-exact?Spawn+(1997/I),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5.032123845244448,-1.6946075731245078
358,359,3.5,18,"Assignment, The (1997)",01-Jan-1997,,http://us.imdb.com/M/title-exact?Assignment%2C+The+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2130587928122279,-0.8773761122840147
359,360,3.2,10,Wonderland (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Wonderland+(1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-1.0538974245256016,0.27387126165935843
360,361,3.5,10,Incognito (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Incognito+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3151653280623887,-1.7256812326536195
361,362,2.8214285714285716,28,Blues Brothers 2000 (1998),06-Feb-1998,,http://us.imdb.com/M/title-exact?Blues+Brothers+2000+(1998),0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1.058923990399228,1.9842512026696855
362,363,2.723404255319149,47,Sudden Death (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Sudden%20Death%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7195631289448857,-0.38312268128734406
363,364,2.675675675675676,37,Ace Ventura: When Nature Calls (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20When%20Nature%20Calls%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.7291050251454005,0.7554339907548575
364,365,3.2083333333333335,48,Powder (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Powder%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9700772590452026,-0.270300890960721
365,366,3.3404255319148937,47,Dangerous Minds (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Dangerous%20Minds%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9529672039250056,-0.2963588655597916
366,367,3.458823529411765,170,Clueless (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Clueless%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.0019171124200962379,0.2759036181765662
367,368,1.903225806451613,31,Bio-Dome (1996),01-Jan-1996,,http://us.imdb.com/M/title-exact?Bio-Dome%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.8825247792413181,0.9355351758000793
368,369,2.6363636363636362,55,Black Sheep (1996),02-Feb-1996,,http://us.imdb.com/M/title-exact?Black%20Sheep%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.6544642511498122,0.721772595811099
369,370,2.8205128205128207,39,Mary Reilly (1996),23-Feb-1996,,http://us.imdb.com/M/title-exact?Mary%20Reilly%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.41434297841826717,-1.1063190106678988
370,371,3.1641791044776117,67,"Bridges of Madison County, The (1995)",09-Feb-1996,,"http://us.imdb.com/M/title-exact?Bridges%20of%20Madison%20County,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1.053123333043571,-0.3255045451501947
371,372,3.5294117647058822,34,Jeffrey (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Jeffrey%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.602921162190417,0.5789140586644904
